1,0.000000,1.000000,0.000000,1.000000,1.000000,0.294118,0.058824
2,0.000000,1.000000,0.000000,1.000000,1.000000,0.713445,0.058824
3,0.113562,0.895507,0.042759,0.373585,0.766433,0.558809,0.372863
4,0.281968,0.937683,0.037224,0.404941,0.824913,0.702410,0.294235
5,0.184350,0.885459,0.069016,0.356670,0.719720,0.611747,0.435671
6,0.298780,0.916474,0.061202,0.373635,0.766550,0.698732,0.372706
7,0.391733,0.934285,0.057029,0.389744,0.800000,0.760864,0.327731
8,0.467286,0.945845,0.054685,0.405060,0.825088,0.807463,0.293999
9,0.529441,0.953953,0.053336,0.419640,0.844600,0.843706,0.267764
10,0.581286,0.959955,0.052561,0.433536,0.860210,0.872701,0.246776
11,0.504434,0.941477,0.066309,0.394878,0.809027,0.815808,0.315594
12,0.549570,0.948070,0.064442,0.405020,0.825029,0.842332,0.294078
13,0.588824,0.953332,0.063031,0.414837,0.838569,0.864776,0.275873
14,0.531044,0.939021,0.074354,0.389661,0.799850,0.820577,0.327933
15,0.566206,0.944530,0.072395,0.397440,0.813287,0.841508,0.309867
16,0.597591,0.949130,0.070786,0.405030,0.825044,0.859823,0.294059
17,0.625758,0.953029,0.069448,0.412439,0.835418,0.875982,0.280110
18,0.651165,0.956376,0.068322,0.419672,0.844639,0.890347,0.267712
19,0.674190,0.959281,0.067365,0.426737,0.852890,0.903199,0.256618
20,0.695149,0.961825,0.066545,0.433638,0.860316,0.914766,0.246634
21,0.714302,0.964072,0.065837,0.440382,0.867034,0.925231,0.237601
22,0.731872,0.966071,0.065220,0.446974,0.873142,0.934745,0.229389
23,0.685759,0.955550,0.038979,0.178723,0.839156,0.904645,0.966599
24,0.702944,0.957871,0.039224,0.180916,0.845935,0.914242,0.928338
25,0.666736,0.950368,0.049129,0.186093,0.823834,0.887352,0.931239
26,0.683264,0.952808,0.048986,0.188171,0.830695,0.896894,0.897264
27,0.651465,0.945791,0.057829,0.192827,0.810783,0.872622,0.901118
28,0.667311,0.948310,0.057400,0.194801,0.817632,0.882024,0.870628
29,0.682167,0.950608,0.057028,0.196768,0.824009,0.890777,0.842241
30,0.696122,0.952712,0.056704,0.198727,0.829961,0.898947,0.815747
31,0.709254,0.954646,0.056421,0.200678,0.835529,0.906590,0.790962
32,0.721633,0.956429,0.056174,0.202622,0.840749,0.913755,0.767726
33,0.733322,0.958080,0.055958,0.204558,0.845652,0.920486,0.745898
34,0.744375,0.959611,0.055769,0.206487,0.850267,0.926820,0.725355
35,0.754843,0.961036,0.055603,0.208408,0.854619,0.932793,0.705985
36,0.764770,0.962365,0.055457,0.210322,0.858728,0.938434,0.687692
37,0.774198,0.963607,0.055330,0.212229,0.862615,0.943770,0.670388
38,0.783162,0.964772,0.055218,0.214128,0.866298,0.948825,0.653994
39,0.791696,0.965865,0.055119,0.216020,0.869792,0.953621,0.638442
40,0.766887,0.961330,0.060896,0.219325,0.855267,0.935685,0.647658
41,0.775378,0.962488,0.060661,0.221130,0.858869,0.940579,0.633007
42,0.783489,0.963580,0.060444,0.222929,0.862298,0.945239,0.619054
43,0.791247,0.964611,0.060243,0.224721,0.865568,0.949682,0.605749
44,0.769016,0.960478,0.065386,0.227564,0.852436,0.933436,0.614904
45,0.776733,0.961562,0.065081,0.229277,0.855788,0.937954,0.602272
46,0.784135,0.962589,0.064795,0.230985,0.858994,0.942276,0.590190
47,0.791242,0.963563,0.064525,0.232687,0.862064,0.946414,0.578623
48,0.798070,0.964489,0.064270,0.234383,0.865006,0.950380,0.567537
49,0.776531,0.959662,0.074064,0.181968,0.849015,0.935740,0.911009
50,0.783367,0.960658,0.073574,0.183071,0.852110,0.939770,0.893544
51,0.789950,0.961607,0.073109,0.184173,0.855083,0.943641,0.876764
52,0.796295,0.962512,0.072666,0.185273,0.857941,0.947364,0.860630
53,0.802414,0.963376,0.072245,0.186371,0.860692,0.950946,0.845105
54,0.784407,0.960013,0.076346,0.188919,0.850031,0.937618,0.848050
55,0.790511,0.960912,0.075871,0.189988,0.852832,0.941255,0.833309
56,0.796409,0.961772,0.075417,0.191056,0.855533,0.944762,0.819095
57,0.802112,0.962595,0.074982,0.192122,0.858139,0.948146,0.805380
58,0.807629,0.963385,0.074566,0.193186,0.860655,0.951414,0.792138
59,0.812969,0.964143,0.074167,0.194248,0.863086,0.954570,0.779345
60,0.818140,0.964870,0.073784,0.195309,0.865436,0.957622,0.766978
61,0.823150,0.965570,0.073416,0.196368,0.867709,0.960573,0.755017
62,0.828007,0.966243,0.073063,0.197425,0.869909,0.963429,0.743442
63,0.832717,0.966890,0.072723,0.198480,0.872038,0.966194,0.732235
64,0.837286,0.967514,0.072396,0.199534,0.874101,0.968873,0.721378
65,0.841722,0.968116,0.072081,0.200586,0.876101,0.971470,0.710855
66,0.846030,0.968696,0.071777,0.201636,0.878040,0.973987,0.700651
67,0.850215,0.969256,0.071485,0.202685,0.879921,0.976430,0.690752
68,0.854282,0.969796,0.071203,0.203732,0.881747,0.978801,0.681144
69,0.858236,0.970319,0.070930,0.204777,0.883519,0.981103,0.671814
70,0.862083,0.970824,0.070667,0.205821,0.885241,0.983339,0.662752
71,0.865825,0.971313,0.070413,0.206862,0.886915,0.985512,0.653944
72,0.851154,0.968836,0.073510,0.208896,0.878470,0.974929,0.658923
73,0.854941,0.969349,0.073222,0.209912,0.880196,0.977164,0.650403
74,0.858631,0.969846,0.072943,0.210926,0.881875,0.979339,0.642114
75,0.862226,0.970327,0.072672,0.211939,0.883509,0.981456,0.634045
76,0.847466,0.967268,0.082308,0.181632,0.872808,0.971466,0.857565
77,0.851110,0.967781,0.081899,0.182399,0.874523,0.973636,0.846793
78,0.837035,0.964784,0.104672,0.164828,0.864206,0.963996,1.061963
79,0.840718,0.965327,0.104044,0.165445,0.865993,0.966212,1.048763
80,0.844313,0.965854,0.103414,0.166061,0.867735,0.968372,1.035894
81,0.847823,0.966366,0.102780,0.166677,0.869434,0.970478,1.023342
82,0.851251,0.966863,0.102143,0.167292,0.871092,0.972533,1.011097
83,0.854600,0.967346,0.090565,0.167907,0.872710,0.974539,0.999147
84,0.857872,0.967816,0.090078,0.168522,0.874289,0.976497,0.987481
85,0.861070,0.968273,0.089604,0.169137,0.875831,0.978408,0.976090
86,0.864197,0.968717,0.089142,0.169751,0.877337,0.980276,0.964964
87,0.867255,0.969150,0.088692,0.170365,0.878808,0.982100,0.954095
88,0.870247,0.969571,0.088253,0.170979,0.880246,0.983883,0.943472
89,0.873173,0.969981,0.087825,0.171592,0.881652,0.985625,0.933088
90,0.861517,0.967991,0.090176,0.173189,0.874897,0.977083,0.933865
91,0.864475,0.968416,0.089735,0.173794,0.876335,0.978867,0.923810
92,0.867371,0.968831,0.089305,0.174399,0.877741,0.980612,0.913974
93,0.870208,0.969235,0.088885,0.175003,0.879117,0.982320,0.904349
94,0.872986,0.969630,0.088475,0.175607,0.880464,0.983992,0.894929
95,0.861989,0.967738,0.090698,0.177138,0.874062,0.975896,0.896088
96,0.864795,0.968146,0.090276,0.177734,0.875437,0.977605,0.886945
97,0.854190,0.966283,0.092437,0.179223,0.869215,0.969738,0.888168
98,0.857019,0.966704,0.092005,0.179811,0.870616,0.971479,0.879288
99,0.859794,0.967115,0.091582,0.180398,0.871988,0.973185,0.870587
100,0.848866,0.964757,0.111411,0.166595,0.863879,0.965589,1.040000
101,0.851668,0.965186,0.110831,0.167090,0.865295,0.967324,1.029791
102,0.854416,0.965606,0.110248,0.167585,0.866684,0.969025,1.019783
103,0.857114,0.966015,0.109663,0.168081,0.868045,0.970693,1.009969
104,0.847392,0.964266,0.111513,0.169402,0.862297,0.963400,1.009868
105,0.850106,0.964687,0.110912,0.169892,0.863678,0.965094,1.000332
106,0.852771,0.965098,0.100698,0.170382,0.865033,0.966757,0.990975
107,0.855388,0.965500,0.100213,0.170871,0.866362,0.968388,0.981793
108,0.857958,0.965893,0.099738,0.171361,0.867667,0.969989,0.972782
109,0.860483,0.966278,0.099273,0.171850,0.868948,0.971560,0.963936
110,0.862963,0.966654,0.098817,0.172340,0.870205,0.973103,0.955251
111,0.853795,0.965013,0.100645,0.173611,0.864781,0.966224,0.955676
112,0.856292,0.965400,0.100184,0.174095,0.866056,0.967791,0.947216
113,0.846743,0.963294,0.118647,0.163357,0.858890,0.961076,1.097382
114,0.849260,0.963694,0.118141,0.163777,0.860199,0.962665,1.087748
115,0.851735,0.964087,0.117633,0.164197,0.861485,0.964226,1.078281
116,0.854169,0.964471,0.117122,0.164617,0.862750,0.965761,1.068977
117,0.856562,0.964847,0.116610,0.165036,0.863992,0.967269,1.059833
118,0.858917,0.965216,0.116094,0.165456,0.865213,0.968751,1.050843
119,0.861233,0.965578,0.115577,0.165876,0.866414,0.970209,1.042005
120,0.852195,0.963594,0.123088,0.157509,0.859640,0.963843,1.183061
121,0.854531,0.963968,0.122670,0.157879,0.860871,0.965321,1.173201
122,0.856829,0.964335,0.122249,0.158250,0.862082,0.966774,1.163502
123,0.859092,0.964696,0.121826,0.158620,0.863273,0.968204,1.153962
124,0.850976,0.963215,0.123296,0.159671,0.858445,0.962049,1.152643
125,0.853251,0.963583,0.122860,0.160039,0.859649,0.963497,1.143338
126,0.845346,0.962120,0.124300,0.161074,0.854924,0.957473,1.142128
127,0.837606,0.960662,0.125717,0.162094,0.850273,0.951544,1.140937
128,0.830026,0.959209,0.127112,0.163101,0.845695,0.945708,1.139764
129,0.832395,0.959612,0.126648,0.163460,0.846970,0.947249,1.130837
130,0.834730,0.960007,0.126182,0.163820,0.848225,0.948767,1.122047
131,0.837030,0.960395,0.125714,0.164180,0.849460,0.950262,1.113392
132,0.839296,0.960776,0.125245,0.164539,0.850677,0.951733,1.104868
133,0.831987,0.959375,0.126594,0.165524,0.846257,0.946101,1.104026
134,0.824821,0.957978,0.127923,0.166496,0.841903,0.940553,1.103197
135,0.827130,0.958378,0.127436,0.166850,0.843155,0.942071,1.094931
136,0.829406,0.958770,0.126947,0.167204,0.844388,0.943567,1.086787
137,0.822429,0.957400,0.128246,0.168159,0.840138,0.938152,1.086109
138,0.824708,0.957798,0.127749,0.168511,0.841377,0.939658,1.078143
139,0.826956,0.958189,0.127250,0.168863,0.842599,0.941142,1.070292
140,0.819651,0.956435,0.133392,0.161350,0.836917,0.935855,1.192169
141,0.821905,0.956835,0.132976,0.161667,0.838157,0.937348,1.183556
142,0.824129,0.957228,0.132559,0.161984,0.839379,0.938820,1.175063
143,0.817506,0.955908,0.133768,0.162866,0.835333,0.933653,1.173750
144,0.819731,0.956306,0.133343,0.163181,0.836560,0.935134,1.165441
145,0.821927,0.956697,0.132916,0.163496,0.837770,0.936595,1.157246
146,0.824094,0.957082,0.132488,0.163811,0.838964,0.938035,1.149164
147,0.826232,0.957460,0.132058,0.164126,0.840141,0.939456,1.141191
148,0.828343,0.957832,0.131626,0.164441,0.841303,0.940857,1.133327
149,0.830426,0.958198,0.131194,0.164756,0.842449,0.942240,1.125569
150,0.832482,0.958558,0.130759,0.165072,0.843579,0.943604,1.117914
151,0.834513,0.958912,0.130323,0.165387,0.844695,0.944950,1.110361
152,0.836517,0.959260,0.129885,0.165703,0.845796,0.946279,1.102907
153,0.838497,0.959603,0.129445,0.166018,0.846882,0.947590,1.095551
154,0.840451,0.959941,0.129004,0.166334,0.847954,0.948884,1.088291
155,0.842382,0.960273,0.128560,0.166650,0.849013,0.950161,1.081125
156,0.836131,0.959065,0.129700,0.167504,0.845214,0.945316,1.080563
157,0.838067,0.959402,0.129250,0.167818,0.846279,0.946602,1.073534
158,0.839978,0.959733,0.128798,0.168131,0.847330,0.947873,1.066595
159,0.841867,0.960060,0.128344,0.168445,0.848368,0.949127,1.059742
160,0.843732,0.960382,0.127888,0.168759,0.849393,0.950366,1.052976
161,0.845575,0.960699,0.127431,0.169074,0.850405,0.951589,1.046294
162,0.847397,0.961011,0.126972,0.169388,0.851405,0.952797,1.039694
163,0.849196,0.961318,0.126511,0.169702,0.852393,0.953990,1.033176
164,0.843185,0.960168,0.127612,0.170536,0.848742,0.949338,1.032957
165,0.844991,0.960479,0.127144,0.170848,0.849736,0.950541,1.026555
166,0.846775,0.960787,0.126676,0.171160,0.850718,0.951729,1.020231
167,0.840469,0.959310,0.132832,0.164166,0.845839,0.947168,1.124083
168,0.834683,0.958180,0.133871,0.164948,0.842311,0.942662,1.123281
169,0.836500,0.958502,0.133470,0.165231,0.843325,0.943882,1.116438
170,0.830402,0.957042,0.138132,0.159410,0.838572,0.939445,1.217991
171,0.832225,0.957371,0.137792,0.159669,0.839599,0.940672,1.210619
172,0.834027,0.957695,0.137450,0.159929,0.840614,0.941885,1.203334
173,0.835810,0.958014,0.137107,0.160189,0.841616,0.943083,1.196133
174,0.837572,0.958330,0.136763,0.160449,0.842608,0.944268,1.189015
175,0.839316,0.958640,0.136417,0.160709,0.843588,0.945439,1.181978
176,0.841040,0.958947,0.136070,0.160970,0.844556,0.946596,1.175022
177,0.842745,0.959249,0.135721,0.161230,0.845514,0.947741,1.168144
178,0.844432,0.959547,0.135371,0.161490,0.846461,0.948872,1.161344
179,0.846100,0.959841,0.135019,0.161751,0.847398,0.949991,1.154620
180,0.847751,0.960131,0.134666,0.162011,0.848324,0.951098,1.147971
181,0.849384,0.960417,0.134312,0.162272,0.849239,0.952192,1.141396
182,0.850999,0.960700,0.133955,0.162533,0.850145,0.953274,1.134893
183,0.852598,0.960979,0.133597,0.162794,0.851041,0.954345,1.128461
184,0.854179,0.961254,0.133238,0.163055,0.851926,0.955404,1.122099
185,0.855744,0.961525,0.132877,0.163316,0.852803,0.956451,1.115807
186,0.850383,0.960502,0.133822,0.164038,0.849547,0.952290,1.115125
187,0.845094,0.959482,0.134757,0.164753,0.846327,0.948175,1.114450
188,0.846686,0.959764,0.134386,0.165011,0.847223,0.949249,1.108294
189,0.848261,0.960042,0.134014,0.165270,0.848110,0.950311,1.102202
190,0.849821,0.960317,0.133640,0.165529,0.848987,0.951363,1.096175
191,0.844645,0.959315,0.134558,0.166234,0.845831,0.947331,1.095623
192,0.846210,0.959593,0.134178,0.166492,0.846713,0.948390,1.089690
193,0.847758,0.959867,0.133798,0.166750,0.847586,0.949437,1.083820
194,0.849291,0.960138,0.133415,0.167007,0.848450,0.950474,1.078010
